,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
1203,7,2000,2001,171,4,4,1,1,0,1630,5,1630,0,1630,2,4,6,1,3,5,1,2,451,74,234,0,0,1,1,0,1
1204,5,1975,1975,0,3,4,1,5,788,1056,5,1074,0,1074,1,3,6,0,0,5,2,2,495,0,88,0,0,0,0,0,0
1205,7,1990,1991,234,4,4,2,5,485,2158,4,2196,0,2196,2,4,7,1,3,5,2,3,701,84,70,0,0,0,0,0,0
1206,4,1966,1966,0,3,3,1,3,1056,1056,3,1056,0,1056,1,3,5,0,0,1,1,1,384,0,42,0,0,0,0,0,0
1207,6,2003,2003,120,4,4,3,6,340,1682,5,1700,0,1700,2,4,7,0,0,5,2,2,544,192,23,0,0,1,1,0,1
1208,5,1962,1980,0,3,3,1,3,504,931,3,1283,0,1283,1,3,6,0,0,1,1,2,506,0,0,0,0,0,0,0,0
1209,8,2006,2006,420,4,5,2,6,1220,1660,5,1660,0,1660,2,4,8,1,4,5,2,2,500,322,50,0,0,1,1,1,1
1210,6,1992,1992,0,4,4,1,1,0,1055,5,1055,790,1845,2,4,8,1,3,5,2,2,462,635,104,0,0,0,0,0,1
1211,8,1988,2005,0,4,4,3,6,427,559,4,1080,672,1752,2,3,8,0,0,4,2,2,492,325,12,0,0,0,0,0,0
1212,4,1941,1950,0,3,3,1,3,344,672,3,672,0,672,1,3,4,0,0,5,1,1,234,0,113,0,0,0,0,0,0
1213,4,1965,2001,0,3,3,3,6,648,648,5,960,0,960,0,3,3,0,0,5,1,1,364,88,0,0,0,1,1,0,0
1214,5,1962,1962,0,3,3,3,4,784,925,3,999,0,999,1,3,6,0,0,5,1,1,300,150,72,0,0,0,0,0,0
1215,5,1966,1966,0,3,3,1,3,180,894,3,894,0,894,1,3,5,0,0,1,2,1,384,0,0,0,0,1,1,0,0
1216,6,1978,1978,0,3,0,0,0,0,0,3,1318,584,1902,2,3,8,0,0,5,1,2,539,0,0,0,0,1,1,0,0
1217,8,2009,2009,72,4,4,2,6,936,1300,5,1314,0,1314,2,4,6,0,0,5,2,2,552,135,112,0,0,0,0,1,1
1218,4,1947,1950,0,3,0,0,0,0,0,4,672,240,912,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,6,1971,1971,236,3,3,1,1,0,672,3,672,546,1218,1,3,7,0,0,0,0,0,0,201,0,0,0,0,0,0,0
1220,5,1964,1964,0,3,3,1,3,312,912,3,912,0,912,1,3,5,0,0,5,1,1,288,0,0,0,0,0,0,0,0
1221,5,1968,1968,0,3,3,1,4,250,952,5,1211,0,1211,1,3,5,1,3,5,1,1,322,0,63,0,0,0,0,0,0
1222,6,1949,1950,320,3,3,2,3,196,1040,5,1168,678,1846,2,3,7,1,4,5,1,1,315,0,0,0,0,0,0,0,0
1223,5,1951,1951,44,3,3,1,2,756,2136,3,2136,0,2136,2,3,7,0,0,1,1,2,528,0,30,0,0,0,0,0,0
1224,7,2004,2005,0,4,4,3,6,724,788,5,788,702,1490,2,4,8,1,4,5,3,2,388,100,75,0,0,1,1,0,1
1225,6,1958,1958,63,3,3,3,6,507,588,5,1138,0,1138,1,3,6,0,0,5,2,1,264,224,0,0,0,1,1,0,0
1226,6,2007,2007,74,4,4,2,1,0,894,5,894,1039,1933,2,4,9,1,4,3,3,3,668,100,18,0,0,1,1,1,1
1227,5,1965,2008,300,3,3,1,5,595,912,5,912,0,912,1,4,5,0,0,1,1,2,576,0,240,0,0,1,1,0,0
1228,9,2008,2008,766,5,5,1,6,1540,1702,5,1702,0,1702,1,5,7,1,4,5,3,3,1052,0,72,0,1,0,0,0,1
1229,5,1960,1960,0,3,3,1,5,666,1075,4,1507,0,1507,2,3,7,0,0,4,1,1,404,0,0,0,0,0,0,0,0
1230,5,1977,1977,1,3,4,1,6,498,1361,5,1361,1259,2620,2,3,12,1,3,3,2,2,600,155,24,0,0,0,0,0,0
1231,5,1962,1962,120,3,3,3,5,803,1106,3,1190,0,1190,1,3,6,0,0,5,1,2,540,0,18,0,0,0,0,0,0
1232,4,1962,1962,0,3,0,0,0,0,0,3,1224,0,1224,2,3,6,0,0,2,1,2,462,0,0,0,0,0,0,0,0
1233,5,1959,1959,180,3,3,1,3,1000,1188,2,1188,0,1188,1,3,6,0,0,5,2,2,531,0,0,0,0,0,0,0,0
1234,5,1911,1950,0,3,3,3,1,0,940,3,1024,940,1964,1,3,7,0,0,0,0,0,0,0,192,0,0,0,0,0,1
1235,5,1914,1950,0,3,4,2,1,0,747,4,892,892,1784,1,3,9,0,0,1,1,1,180,203,40,0,0,0,0,0,0
1236,7,2003,2003,106,4,4,1,1,0,764,5,764,862,1626,2,4,6,0,0,3,2,2,474,0,27,0,1,1,0,1,1
1237,7,2004,2005,0,4,4,1,1,0,847,5,847,1101,1948,2,4,8,1,4,3,3,2,434,100,48,0,0,1,1,0,1
1238,6,2005,2005,0,4,4,1,1,0,1141,5,1141,0,1141,1,3,6,0,0,1,1,2,484,0,0,0,0,1,1,0,1
1239,8,2006,2006,32,4,4,3,6,428,1476,5,1484,0,1484,2,5,6,1,4,5,2,2,472,120,33,0,0,1,1,0,1
1240,7,2003,2003,252,4,4,1,6,550,884,5,884,884,1768,2,4,8,0,0,5,2,2,543,0,63,0,0,1,1,0,1
1241,7,2007,2007,0,4,4,3,1,0,1689,5,1689,0,1689,2,4,7,0,0,5,2,3,954,0,56,0,0,1,1,1,1
1242,7,1974,1974,81,3,4,4,6,885,1053,3,1173,0,1173,2,4,6,2,3,5,2,2,528,0,120,0,0,0,0,0,0
1243,10,2006,2006,0,5,5,4,6,1386,2076,5,2076,0,2076,2,5,7,1,4,5,3,3,850,216,229,0,1,1,1,0,1
1244,8,1929,1950,0,3,4,1,1,0,792,2,792,725,1517,1,4,7,2,4,1,1,2,400,0,0,0,0,0,0,0,1
1245,6,1984,2003,74,3,4,1,1,0,585,5,1140,728,1868,3,3,7,1,3,3,3,2,477,268,112,0,0,1,1,0,0
1246,7,2005,2006,0,4,4,1,1,0,756,5,756,797,1553,2,4,6,0,0,5,2,2,615,0,45,0,0,1,1,0,1
1247,6,1976,1976,335,3,3,3,6,539,1012,3,1034,0,1034,1,3,6,0,0,5,1,3,888,0,0,0,0,0,0,0,0
1248,6,1917,1950,0,3,4,1,3,319,735,2,1134,924,2058,1,3,8,1,4,1,1,2,396,0,0,0,0,0,0,0,0
1249,5,1950,1950,0,3,3,1,4,534,876,3,988,0,988,1,3,6,0,0,5,1,1,276,0,80,0,0,0,0,0,0
1250,7,1968,1968,0,4,3,1,5,1065,2110,5,2110,0,2110,2,5,8,2,3,5,3,2,522,0,0,0,0,0,0,0,0
1251,7,2003,2003,163,4,4,1,1,0,1405,5,1405,0,1405,2,4,6,1,4,5,2,2,478,148,36,0,1,1,0,1,1
1252,5,1968,1968,0,3,3,1,4,510,864,3,874,0,874,1,3,5,0,0,5,2,1,288,33,0,0,0,0,0,0,0
1253,7,1974,2003,0,4,3,4,2,125,1192,3,1516,651,2167,2,4,9,2,4,5,2,2,518,220,47,0,0,0,0,0,0
1254,7,2003,2004,92,4,4,1,1,0,746,5,760,896,1656,2,4,7,1,4,3,3,2,397,178,128,0,0,1,1,1,1
1255,6,1931,1950,0,3,3,1,2,425,884,3,959,408,1367,1,3,6,1,4,1,1,1,560,0,0,0,0,0,0,0,0
1256,8,1994,1994,554,4,4,4,6,1314,1986,5,1987,0,1987,2,4,7,1,3,5,3,2,691,262,36,1,0,0,0,0,1
1257,5,1922,1950,0,3,2,1,1,0,864,5,864,0,864,1,3,4,0,0,0,0,0,0,0,96,0,0,0,0,0,1
1258,7,2005,2005,182,4,4,4,6,655,856,5,1166,0,1166,2,4,5,0,0,5,3,2,400,212,0,0,0,1,1,1,1
1259,6,1969,1969,0,3,4,1,5,602,1054,4,1054,0,1054,1,3,6,0,0,5,1,2,460,180,0,0,0,0,0,0,0
1260,6,1999,1999,0,3,4,1,1,0,841,5,892,783,1675,2,3,7,1,3,3,3,2,502,0,103,0,0,1,1,0,1
1261,5,1956,1956,0,3,3,1,3,504,1050,4,1050,0,1050,1,3,5,0,0,5,1,1,338,0,0,0,0,0,0,0,0
1262,4,1957,1989,0,3,3,3,1,0,1104,5,1104,684,1788,1,3,8,2,3,5,1,1,304,120,0,0,0,0,0,0,0
1263,6,1919,1950,0,3,3,1,1,0,764,5,1060,764,1824,1,3,8,1,4,1,1,2,520,0,0,0,0,0,0,0,1
1264,6,1998,1999,0,4,4,1,6,266,1405,5,1337,0,1337,2,4,5,0,0,5,3,2,511,144,68,0,0,0,0,0,1
1265,7,1999,1999,218,4,4,1,6,450,691,5,713,739,1452,2,4,6,0,0,1,1,2,506,0,34,0,0,0,0,0,1
1266,7,1910,1950,0,2,3,1,1,0,925,3,964,925,1889,1,3,9,1,4,1,1,1,308,0,0,0,0,0,0,0,0
1267,9,2008,2009,0,5,5,4,1,0,2002,5,2018,0,2018,2,5,10,1,4,5,3,3,746,144,76,0,0,0,0,0,1
1268,8,1935,1997,632,3,3,2,3,192,728,5,1968,1479,3447,3,4,11,2,4,3,1,3,1014,314,12,0,0,0,0,0,0
1269,5,1958,1958,180,3,3,1,4,460,874,3,874,650,1524,1,3,7,0,0,5,1,1,315,0,0,0,0,0,0,0,0
1270,7,1979,1979,0,4,4,4,6,1258,1332,3,1332,192,1524,0,4,4,1,3,5,3,2,586,268,0,0,0,0,0,0,1
1271,6,1968,1968,0,3,3,1,1,0,1489,4,1489,0,1489,2,4,7,1,4,5,2,2,462,0,0,0,0,0,0,0,0
1272,5,1965,1965,114,3,3,1,4,560,935,3,935,0,935,1,3,5,0,0,5,1,1,288,180,0,0,0,0,0,0,0
1273,6,1959,2006,84,3,3,3,5,719,1019,4,1357,0,1357,1,5,5,1,4,4,2,1,312,0,0,0,0,0,0,0,0
1274,5,1910,2003,0,3,3,1,1,0,661,5,661,589,1250,2,3,8,1,4,1,1,2,552,242,0,0,0,0,0,0,1
1275,5,1948,1950,567,3,3,1,3,220,928,4,928,992,1920,2,3,10,0,0,1,1,2,400,0,0,0,0,0,0,1,0
1276,6,1972,1972,0,3,3,1,4,593,723,3,735,660,1395,1,3,6,1,3,5,1,2,497,294,116,0,0,0,0,0,0
1277,6,1967,1976,359,3,4,3,5,528,1680,2,1724,0,1724,1,3,7,1,4,5,2,2,480,0,0,0,0,0,0,0,0
1278,8,2002,2002,0,4,4,1,6,804,1128,5,1128,903,2031,2,4,7,1,4,5,2,2,577,0,211,0,0,1,1,0,1
1279,4,1920,1950,0,3,3,1,1,0,698,3,698,430,1128,1,3,6,0,0,1,2,2,528,30,0,0,0,0,0,0,0
1280,7,2002,2002,110,4,4,1,6,788,1573,5,1573,0,1573,2,4,6,0,0,5,2,2,544,0,72,0,0,1,1,0,1
1281,7,1990,1990,54,3,4,1,5,1053,1309,3,1339,0,1339,2,3,6,1,3,5,3,2,484,0,58,0,0,0,0,0,0
1282,5,1977,2008,0,3,4,2,2,532,1040,3,1040,0,1040,2,4,5,0,0,1,1,2,484,0,0,0,0,0,0,0,0
1283,6,1971,1971,0,3,3,3,1,0,912,3,912,912,1824,2,3,8,0,0,0,0,0,0,128,0,0,0,0,0,0,0
1284,6,1919,1990,0,3,3,1,1,0,804,5,1699,748,2447,2,4,10,1,4,1,1,1,336,272,0,0,0,0,0,0,1
1285,6,1939,1950,0,3,3,1,1,0,780,5,825,587,1412,1,3,6,1,4,1,1,1,280,45,0,0,0,0,0,0,0
1286,6,1963,1963,451,3,3,1,5,569,1328,3,1328,0,1328,1,3,6,2,4,5,1,2,528,0,26,0,0,0,0,0,0
1287,5,1964,1964,621,3,3,3,3,812,1624,2,1582,0,1582,2,3,7,0,0,5,1,2,390,168,198,0,0,0,0,0,0
1288,8,2000,2000,0,4,4,1,6,1158,1501,5,1659,0,1659,2,5,5,1,5,5,3,2,499,212,59,0,0,0,0,0,1
1289,8,2006,2006,788,4,4,2,1,0,1085,5,1120,850,1970,2,5,8,1,4,3,3,3,753,177,74,0,1,1,1,1,1
1290,5,1964,1964,86,3,3,3,6,1014,1152,3,1152,0,1152,1,3,6,1,4,5,2,2,484,227,0,0,0,0,0,0,1
1291,5,1972,1972,268,3,3,1,5,231,630,3,630,672,1302,2,3,6,0,0,1,1,1,264,185,0,0,0,0,0,0,0
1292,5,1892,1965,0,3,3,1,1,0,994,3,1378,994,2372,2,3,11,0,0,5,2,1,432,0,287,0,0,0,0,0,0
1293,7,1976,1976,0,3,4,1,6,194,832,3,832,832,1664,2,3,8,1,3,5,2,2,528,0,28,0,0,0,0,0,1
1294,5,1955,1990,0,3,3,1,3,167,864,3,864,0,864,1,3,5,0,0,1,1,2,572,0,0,0,0,0,0,0,0
1295,5,1968,1968,168,3,3,3,4,1016,1052,4,1052,0,1052,1,3,5,0,0,5,2,1,288,356,0,0,0,0,0,0,0
1296,5,1963,1963,148,3,3,2,5,776,1120,4,1128,0,1128,2,3,6,0,0,5,2,2,525,192,20,0,0,0,0,0,0
1297,6,2005,2006,82,3,4,4,6,547,547,4,1072,0,1072,2,3,5,0,0,4,3,2,525,0,44,0,0,1,1,0,1
1298,10,2008,2008,796,5,5,4,6,5644,6110,5,4692,950,5642,2,5,12,3,4,5,3,2,1418,214,292,0,0,0,0,1,1
1299,5,1959,1994,0,3,3,1,2,340,1246,5,1246,0,1246,1,4,6,0,0,5,2,1,305,218,0,0,0,0,0,0,0
1300,7,1999,1999,344,4,4,1,6,694,978,5,1005,978,1983,2,4,9,1,3,5,3,2,490,0,0,0,0,1,1,0,1
1301,6,1942,1950,0,3,3,1,4,547,771,2,753,741,1494,1,4,7,2,4,5,1,1,213,0,0,0,0,0,0,0,0
1302,8,1994,1994,391,4,4,1,6,740,1165,5,1203,1323,2526,2,4,8,1,3,5,2,3,844,309,78,1,0,1,1,0,1
1303,7,2005,2005,228,4,4,3,1,0,1616,5,1616,0,1616,2,4,7,0,0,5,2,3,834,208,59,0,0,1,1,0,1
1304,7,2004,2004,117,4,4,1,1,0,976,5,976,732,1708,2,4,7,0,0,1,1,2,380,0,40,0,0,1,1,1,1
1305,9,2006,2007,300,4,5,1,6,1572,1652,5,1652,0,1652,2,5,6,2,5,5,3,2,840,404,102,0,1,1,1,1,1
1306,7,2005,2006,94,4,4,1,1,0,1368,5,1368,0,1368,2,4,6,1,4,5,2,2,474,132,35,0,1,1,1,1,1
1307,5,1994,1995,0,3,4,1,5,746,990,5,990,0,990,1,3,5,0,0,1,1,2,480,0,64,0,0,1,1,0,1
1308,5,1948,2005,0,3,3,1,6,144,924,5,1122,0,1122,1,4,6,0,0,5,1,2,528,0,36,0,0,0,0,0,0
1309,6,1991,1991,88,3,4,1,6,1200,1278,4,1294,0,1294,2,4,6,0,0,5,2,2,496,112,51,0,0,0,0,0,0
1310,7,1959,2002,0,4,4,3,6,1406,1902,3,1902,0,1902,2,5,7,2,3,5,3,2,567,0,207,0,0,0,0,0,1
1311,7,2005,2007,80,4,4,1,6,925,1274,5,1274,0,1274,2,4,6,0,0,5,2,2,508,264,98,0,0,1,1,0,1
1312,8,1990,1990,336,4,5,1,6,482,1453,5,1453,1357,2810,2,4,9,1,5,5,2,2,750,500,0,1,0,0,0,0,1
1313,9,1999,1999,165,4,4,1,1,0,1393,5,1422,1177,2599,2,4,10,1,3,3,3,3,779,668,30,1,0,1,1,0,1
1314,4,1954,1954,0,3,3,1,3,732,948,5,948,0,948,1,3,5,1,3,1,1,1,280,0,36,0,0,0,0,0,0
1315,6,1969,1969,0,3,2,2,5,500,952,3,1092,1020,2112,2,3,9,2,4,5,1,2,576,280,0,0,0,0,0,0,0
1316,8,2008,2008,270,4,5,4,1,0,1622,5,1630,0,1630,2,5,8,1,4,5,2,3,860,172,42,0,0,1,1,1,1
1317,7,2006,2007,0,4,5,1,1,0,1352,5,1352,0,1352,2,4,5,1,4,5,2,2,466,0,241,0,0,1,1,0,1
1318,8,2001,2002,178,4,4,4,1,0,1753,5,1787,0,1787,2,4,7,1,3,5,2,3,748,198,150,0,0,1,1,0,1
1319,4,1954,1954,132,3,3,1,5,492,864,5,948,0,948,1,3,5,0,0,5,1,1,248,0,0,0,0,0,0,0,1
1320,6,1957,1957,0,3,3,1,5,189,1478,4,1478,0,1478,1,3,6,2,4,5,2,2,442,114,0,0,0,0,0,0,0
1321,3,1949,1950,0,3,0,0,0,0,0,3,720,0,720,1,3,4,0,0,1,1,1,287,0,0,0,0,1,1,0,0
1322,7,1992,1992,0,4,4,1,6,674,750,5,1061,862,1923,2,4,8,1,3,5,2,2,564,240,39,1,0,0,0,0,1
1323,4,1940,1950,0,2,3,1,2,280,420,4,708,0,708,1,2,5,0,0,0,0,0,0,164,0,0,0,1,1,0,0
1324,8,2006,2007,428,4,5,3,1,0,1795,5,1795,0,1795,2,4,7,1,4,5,2,3,895,0,49,0,0,1,1,0,1
1325,4,1922,1950,0,3,3,1,1,0,796,2,796,0,796,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,3,1931,2006,0,3,3,1,3,544,544,5,774,0,774,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,5,1982,2008,0,4,3,1,5,641,816,5,816,0,816,1,4,5,1,5,5,1,1,264,0,0,0,0,1,1,0,0
1328,6,1920,1950,0,4,4,1,2,493,1510,5,1584,1208,2792,2,3,8,2,3,1,1,2,520,0,547,0,0,0,0,0,0
1329,7,1998,1998,0,3,4,1,1,0,935,4,955,677,1632,2,3,8,1,3,5,3,2,462,0,28,0,0,1,1,0,1
1330,8,2006,2006,410,4,4,3,1,0,1588,5,1588,0,1588,2,4,7,1,4,5,2,3,825,144,45,0,0,1,1,1,1
1331,5,1976,1976,0,3,3,3,5,483,911,4,954,0,954,1,3,6,0,0,1,1,2,576,0,0,0,0,0,0,0,0
1332,4,1938,1958,0,3,3,2,5,690,816,5,816,0,816,1,3,3,1,4,1,1,1,288,0,0,0,0,0,0,0,0
1333,5,1938,1995,0,3,3,1,1,0,803,5,803,557,1360,1,4,6,0,0,1,1,1,297,0,65,0,0,0,0,0,0
1334,5,1970,1970,312,3,3,1,2,765,765,3,765,600,1365,1,3,7,0,0,5,1,2,440,0,36,0,0,0,0,0,0
1335,6,1977,1977,360,3,4,1,5,686,1350,3,1334,0,1334,2,3,6,1,3,5,2,2,630,0,16,0,0,0,0,0,0
1336,5,1973,1973,564,3,3,1,1,0,1656,3,1656,0,1656,2,3,8,0,0,1,1,2,506,0,211,0,0,0,0,0,0
1337,4,1941,1950,0,3,3,1,1,0,693,2,693,0,693,1,2,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1338,7,2002,2002,0,4,4,1,6,700,916,5,920,941,1861,2,4,8,0,0,3,2,2,492,146,91,0,0,1,1,0,1
1339,5,1972,1972,0,3,3,2,3,360,864,5,864,0,864,1,3,5,0,0,5,2,1,288,0,0,0,0,0,0,0,0
1340,4,1971,1971,0,3,3,1,1,0,858,3,872,0,872,1,3,5,0,0,1,1,4,480,0,0,0,0,0,0,0,0
1341,6,2003,2004,0,3,4,1,6,814,1114,5,1114,0,1114,1,4,6,0,0,1,1,2,576,0,78,0,0,1,1,0,1
1342,8,2002,2002,149,4,4,1,1,0,1284,5,1284,885,2169,2,4,7,1,4,5,2,2,647,192,87,0,0,1,1,0,1
1343,6,1928,1950,0,3,3,1,1,0,896,4,1172,741,1913,1,3,9,1,3,1,1,2,342,0,0,0,0,0,0,0,0
1344,7,2006,2006,0,4,4,1,1,0,728,5,728,728,1456,2,4,8,1,3,5,3,2,440,0,0,0,0,1,1,0,1
1345,4,1920,1950,0,3,3,1,5,250,960,4,960,0,960,1,2,5,0,0,1,1,1,308,0,0,0,0,0,0,0,1
1346,7,1968,2003,0,3,3,1,4,297,1568,3,2156,0,2156,2,3,9,1,4,5,2,2,508,0,80,0,0,0,0,0,0
1347,8,2006,2007,100,4,5,4,6,80,1732,5,1776,0,1776,2,4,7,1,4,5,3,3,712,0,0,0,0,1,1,1,1
1348,7,1998,1998,0,4,4,4,6,1443,1482,5,1494,0,1494,2,4,5,1,2,5,2,2,514,402,25,0,0,1,1,0,1
1349,8,1872,1987,0,3,3,1,2,259,684,2,938,1215,2358,2,3,8,0,0,0,0,0,0,0,54,0,0,0,0,0,0
1350,5,1969,1969,368,3,3,1,2,500,1248,3,1338,1296,2634,2,3,12,0,0,1,1,4,968,0,0,0,0,0,0,0,0
1351,6,1962,1962,318,3,3,1,3,319,858,5,858,858,1716,1,3,8,1,4,5,3,2,490,0,84,0,0,0,0,0,0
1352,6,1937,2000,0,4,3,1,1,0,698,3,786,390,1176,1,3,4,0,0,1,1,2,624,210,0,0,0,0,0,0,0
1353,8,1995,1996,579,4,4,3,6,816,2033,5,2053,1185,3238,2,4,9,1,5,5,3,3,666,283,86,1,0,1,1,0,1
1354,7,2000,2000,0,4,4,1,6,735,992,5,992,873,1865,2,4,7,1,3,5,2,3,839,0,184,0,0,1,1,0,1
1355,7,1968,1992,143,3,3,1,1,0,570,4,1222,698,1920,3,4,8,1,3,5,2,2,487,0,98,0,0,0,0,0,0
1356,5,1966,1966,65,3,3,1,3,340,864,3,892,0,892,1,3,5,0,0,5,2,1,264,0,0,0,0,0,0,0,0
1357,5,1971,2008,0,3,3,1,6,734,1078,5,1078,0,1078,1,3,6,1,2,5,3,2,500,0,0,0,0,1,1,0,0
1358,6,2000,2000,216,4,4,1,6,378,756,5,769,804,1573,2,4,5,0,0,1,1,2,440,0,32,0,0,0,0,0,1
1359,9,2004,2005,66,4,5,3,6,1447,1980,5,1980,0,1980,2,5,8,1,4,5,3,3,770,194,45,0,1,1,1,0,1
1360,5,1921,1998,0,3,3,1,1,0,612,5,990,1611,2601,3,3,8,0,0,3,2,2,621,183,0,0,0,0,0,0,0
1361,7,2005,2005,16,4,5,3,5,1274,1530,5,1530,0,1530,2,4,7,1,4,5,3,2,430,168,36,0,0,1,1,1,1
1362,4,1920,2007,0,3,3,1,1,0,715,4,1281,457,1738,2,3,7,1,4,5,1,1,368,55,0,0,0,1,1,0,0
1363,6,2006,2007,0,3,4,1,1,0,616,5,616,796,1412,2,4,6,1,4,3,3,2,432,0,36,0,0,1,1,0,1
1364,7,2005,2005,0,4,4,1,1,0,600,5,520,600,1200,2,4,4,0,0,1,2,2,480,0,166,0,0,0,0,0,1
1365,7,2000,2000,0,4,4,1,6,533,814,5,814,860,1674,2,4,7,0,0,5,2,2,663,0,96,0,0,1,1,0,1
1366,7,1999,1999,158,4,4,1,6,633,873,5,882,908,1790,2,4,7,0,0,5,2,2,588,0,88,0,0,1,1,0,1
1367,5,1977,1977,0,3,3,1,5,548,757,5,925,550,1475,2,3,6,1,3,5,2,1,336,104,26,0,0,0,0,0,1
1368,6,2003,2004,170,4,4,3,6,685,848,5,848,0,848,1,4,4,0,0,5,3,2,420,140,0,0,0,1,1,0,1
1369,8,2003,2003,171,4,4,3,4,370,1657,5,1668,0,1668,2,4,8,1,3,5,3,2,502,0,262,0,0,1,1,0,1
1370,4,1920,1950,0,2,3,1,5,315,840,5,840,534,1374,1,3,6,0,0,1,3,1,338,0,0,0,0,0,0,0,1
1371,6,1955,1996,0,3,3,3,4,831,992,4,1661,0,1661,1,4,8,1,3,3,2,1,377,0,28,0,0,0,0,0,0
1372,7,1998,1998,0,3,4,3,6,975,1108,5,1108,989,2097,2,4,8,1,3,1,2,2,583,253,170,0,0,1,1,0,1
1373,10,2001,2002,705,5,5,4,6,1282,2633,5,2633,0,2633,2,5,8,2,4,5,2,3,804,314,140,1,0,1,1,0,1
1374,7,2005,2005,0,4,4,1,1,0,1026,5,1026,932,1958,2,4,9,1,4,5,3,3,936,154,210,0,0,0,0,0,1
1375,8,2007,2007,80,4,4,4,1,0,1571,5,1571,0,1571,2,4,7,1,4,5,3,3,722,100,36,0,0,1,1,0,1
1376,6,1930,1950,0,3,4,2,3,384,768,3,790,0,790,1,3,4,0,0,1,1,1,160,0,141,0,0,0,0,0,0
1377,5,1941,1960,0,3,3,1,2,408,984,5,984,620,1604,2,3,6,0,0,1,1,2,660,0,68,0,0,0,0,0,0
1378,6,1973,1973,408,3,3,1,4,309,483,3,483,504,987,1,3,5,0,0,1,1,1,264,72,0,0,0,0,0,0,0
1379,5,2006,2007,0,3,4,1,1,0,384,4,754,640,1394,2,4,7,0,0,3,3,2,400,100,0,0,0,1,1,0,1
1380,3,1914,1950,0,3,3,1,3,203,864,3,864,0,864,1,3,5,0,0,1,1,1,200,0,0,0,0,0,0,0,0
1381,6,1970,1970,0,3,3,2,4,865,1205,5,2117,0,2117,2,3,7,2,4,5,3,2,550,0,42,0,0,0,0,0,0
1382,7,1920,1950,0,3,2,1,1,0,596,5,998,764,1762,1,4,8,0,0,1,1,2,576,36,0,0,0,0,0,0,0
1383,5,1918,2007,0,3,3,1,1,0,816,5,1416,0,1416,2,4,7,0,0,5,1,2,576,0,0,0,0,0,0,0,0
1384,6,1939,1950,0,3,3,2,3,204,560,3,698,560,1258,1,3,6,0,0,1,1,1,280,0,0,0,0,0,0,0,0
1385,4,1922,2007,0,3,3,1,4,735,796,4,796,358,1154,1,4,7,0,0,1,1,1,240,0,96,0,0,1,1,0,0
1386,7,1978,1978,184,3,4,1,4,790,1392,3,1392,1392,2784,3,4,12,2,3,5,2,2,564,0,112,0,0,0,0,0,0
1387,6,1916,1950,0,3,3,1,3,168,714,3,1664,862,2526,2,4,10,1,4,1,1,1,216,88,15,0,0,0,0,0,0
1388,9,2006,2007,160,5,5,4,6,1320,1746,5,1746,0,1746,2,5,7,2,4,5,3,3,758,201,39,0,0,1,1,1,1
1389,6,1941,1950,0,3,3,1,5,375,735,5,869,349,1218,1,3,6,1,4,1,1,2,440,0,0,0,0,0,0,0,0
1390,7,2000,2000,244,4,4,3,6,1400,1525,5,1525,0,1525,2,4,6,0,0,5,2,2,541,219,36,0,0,1,1,0,1
1391,5,1967,1967,0,3,3,1,1,0,1584,3,1584,0,1584,2,3,8,0,0,1,1,3,792,0,152,0,0,0,0,0,0
1392,5,1967,1967,0,3,3,3,5,769,864,3,900,0,900,1,3,6,1,1,5,2,1,288,175,144,0,0,0,0,0,0
1393,6,1905,2000,0,3,2,1,1,0,482,5,1221,691,1912,2,3,7,1,3,1,1,2,672,0,25,0,0,0,0,0,0
1394,7,2006,2006,45,4,4,3,6,1070,1356,5,1500,0,1500,2,4,6,1,4,5,3,3,648,161,20,0,0,1,1,0,1
1395,8,2005,2006,245,4,4,4,1,0,1094,5,1133,1349,2482,2,4,9,1,4,3,3,3,642,144,39,0,0,1,1,0,1
1396,5,1948,1950,0,3,3,3,4,353,747,3,1687,0,1687,1,3,7,2,3,1,1,2,572,0,0,0,0,0,0,0,0
1397,5,1920,2004,0,3,3,2,1,0,939,5,939,574,1513,1,3,8,0,0,1,1,1,180,24,0,0,0,0,0,0,0
1398,5,1950,1982,0,3,3,1,3,180,1208,4,1136,768,1904,1,3,7,0,0,5,1,1,240,0,0,0,0,1,0,0,0
1399,6,1925,1990,0,3,3,1,4,264,976,5,1160,448,1608,2,4,7,1,4,1,1,1,216,147,16,0,0,0,0,0,0
1400,6,1929,1950,0,3,3,1,1,0,862,3,950,208,1158,1,3,5,1,4,3,2,1,208,0,0,0,0,0,0,0,0
1401,6,2004,2004,0,3,3,1,6,759,839,5,864,729,1593,2,3,8,1,3,5,3,2,398,100,75,0,0,1,1,0,1
